Unnamed: 0,image_filename,image_caption,image_class
3395,image_03396.jpg,the red dirt and blue sky in the outback of Australia,Desert
3396,image_03397.jpg,the red sand dunes in Western Australia,Desert
3397,image_03398.jpg,the red sand dunes in the Australian outback,Desert
3398,image_03399.jpg,Uluru taken from the air,Desert
3399,image_03400.jpg,a building in the Kimberley,Desert
3400,image_03401.jpg,a red dirt road in the outback,Desert
3401,image_03402.jpg,a man and his camel in the desert,Desert
3402,image_03403.jpg,"Uluru, a large red rock and a tree in the foreground",Desert
3403,image_03404.jpg,red sand and small bushes in the outback of Australia,Desert
3404,image_03405.jpg,the moon and the Pinnacles,Desert
3405,image_03406.jpg,the desert landscape in the Northern Territory,Desert
3406,image_03407.jpg,"Uluru, the red rock and the blue sky",Desert
3407,image_03408.jpg,"Uluru, the red rock and the desert",Desert
3408,image_03409.jpg,the red sand and green bushes in the outback of Australia,Desert
3409,image_03410.jpg,a desert with a mountain in the background,Desert
3410,image_03411.jpg,a dirt road leading to the red rocks of the outback,Desert
3411,image_03412.jpg,camels in the outback,Desert
3412,image_03413.jpg,"red sand and blue sky in the Namib Desert, Namibia",Desert
3413,image_03414.jpg,Uluru from the air,Desert
3414,image_03415.jpg,the Grand Canyon with a variety of plants,Desert
3415,image_03416.jpg,the red rock formations in the outback,Desert
3416,image_03417.jpg,a quiver tree and grass in the desert,Desert
3417,image_03418.jpg,a human figure is seen from the air,Desert
3418,image_03419.jpg,a red dirt road in the outback,Desert
3419,image_03420.jpg,a red sand dune and blue sky,Desert
3420,image_03421.jpg,a dirt road in the outback,Desert
3421,image_03422.jpg,a kangaroo crossing sign on a road,Desert
3422,image_03423.jpg,a river and a blue sky,Desert
3423,image_03424.jpg,"Uluru, the red rock and blue sky",Desert
3424,image_03425.jpg,a dingo in the Australian outback,Desert
3425,image_03426.jpg,a sand dune and blue sky,Desert
3426,image_03427.jpg,"a large rock with a spiral carved into it, with a blue sky in the background.",Desert
3427,image_03428.jpg,two camels in a field,Desert
3428,image_03429.jpg,a dead tree and the sun in a blue sky,Desert
3429,image_03430.jpg,"Uluru at sunset, with a blue sky and green grass in the foreground",Desert
3430,image_03431.jpg,Uluru in the background and a blue sky with white clouds,Desert
3431,image_03432.jpg,a sand dune and the sky,Desert
3432,image_03433.jpg,a rock formation in the desert,Desert
3433,image_03434.jpg,a red sand dune and a blue sky,Desert
3434,image_03435.jpg,the red rocks and blue sky at the Pinnacles,Desert
3435,image_03436.jpg,a windmill in the outback,Desert
3436,image_03437.jpg,camels in the outback,Desert
3437,image_03438.jpg,a red dirt road in the outback,Desert
3438,image_03439.jpg,the painted desert in Australia,Desert
3439,image_03440.jpg,a river and a rock taken from space,Desert
3440,image_03441.jpg,a train track in the outback,Desert
3441,image_03442.jpg,Uluru in the background and a red dirt field in front of it,Desert
3442,image_03443.jpg,a long straight road in the outback,Desert
3443,image_03444.jpg,a 4x4 vehicle driving through the desert,Desert
3444,image_03445.jpg,the red sand dunes at the beach,Desert
3445,image_03446.jpg,an emu walking in the desert,Desert
3446,image_03447.jpg,Uluru in the background and a bush in front of it,Desert
3447,image_03448.jpg,Uluru and a tent,Desert
3448,image_03449.jpg,researchers working in a cave.,Desert
3449,image_03450.jpg,a desert landscape with a cloudy sky,Desert
3450,image_03451.jpg,a red desert with a pattern of small green plants,Desert
3451,image_03452.jpg,a tree and grass in the Australian outback,Desert
3452,image_03453.jpg,a barbed wire fence in the outback,Desert
3453,image_03454.jpg,a red rock formation in the desert,Desert
3454,image_03455.jpg,a tree and red rock in the outback,Desert
3455,image_03456.jpg,the red sand dunes in Australia,Desert
3456,image_03457.jpg,"Uluru, the red rock and the orange grass",Desert
3457,image_03458.jpg,a sand dune and plants,Desert
3458,image_03459.jpg,"a person standing alone in a vast, empty field.",Desert
3459,image_03460.jpg,a desert with yellow flowers,Desert
3460,image_03461.jpg,the red rocks of the Simpson Desert,Desert
3461,image_03462.jpg,a fish in mud,Desert
3462,image_03463.jpg,a car on a dirt road in the desert,Desert
3463,image_03464.jpg,a large rock and the sun in the background,Desert
3464,image_03465.jpg,a pile of sand with a hole in the middle,Desert
3465,image_03466.jpg,the red rock formations in Australia,Desert
3466,image_03467.jpg,trees and water in the Kimberley,Desert
3467,image_03468.jpg,"the Pinnacles in Western Australia, with a blue sky and white clouds",Desert
3468,image_03469.jpg,the Pinnacles in the desert,Desert
3469,image_03470.jpg,camels and riders in front of Uluru,Desert
3470,image_03471.jpg,Uluru taken from the ground,Desert
3471,image_03472.jpg,the red sand and blue ocean at Gantheaume Point,Desert
3472,image_03473.jpg,a dead camel in a dry field,Desert
3473,image_03474.jpg,a couple posing with camels in the desert,Desert
3474,image_03475.jpg,"Uluru, the red rock and the desert",Desert
3475,image_03476.jpg,the red dirt and blue sky in the Northern Territory,Desert
3476,image_03477.jpg,the Pinnacles in the desert,Desert
3477,image_03478.jpg,Uluru at sunset with a beautiful sky and grass in the foreground,Desert
3478,image_03479.jpg,the red sand and blue sky in the Northern Territory,Desert
3479,image_03480.jpg,a road in the outback,Desert
3480,image_03481.jpg,a red dirt field,Desert
3481,image_03482.jpg,the Pinnacles in the desert,Desert
3482,image_03483.jpg,a man standing in a red dirt field with smoke rising in the background.,Desert
3483,image_03484.jpg,two people standing in the desert with surveying equipment.,Desert
3484,image_03485.jpg,a car driving through the red dirt and green trees of the Outback,Desert
3485,image_03486.jpg,the red dirt and blue sky in the Northern Territory,Desert
3486,image_03487.jpg,a man in a hat and green jacket standing in front of Uluru,Desert
3487,image_03488.jpg,a red sand dune and blue sky,Desert
3488,image_03489.jpg,a desert at night with a small hill and trees in the background and the Milky Way shining brightly in the sky.,Desert
3489,image_03490.jpg,a police officer standing in the desert,Desert
3490,image_03491.jpg,a metal sculpture of a man standing in a desert,Desert
3491,image_03492.jpg,a red dirt road in the Australian outback,Desert
3492,image_03493.jpg,a red sand dune and green bushes,Desert
3493,image_03494.jpg,a red dirt field and blue sky,Desert
3494,image_03495.jpg,a desert landscape with a mountain in the background,Desert
3495,image_03496.jpg,Andrew Harper and a camel in the outback,Desert
3496,image_03497.jpg,Uluru with the words 'Desert Delicious' and 'Indigenous Australian foods for the global palate',Desert
3497,image_03498.jpg,a scorpion and a human skeleton,Desert
3498,image_03499.jpg,sand dunes,Desert
3499,image_03500.jpg,large red rocks and a tree in the background,Desert
3500,image_03501.jpg,the desert in Australia,Desert
3501,image_03502.jpg,a car and a caravan stuck in the mud in the outback,Desert
3502,image_03503.jpg,a road in the outback,Desert
3503,image_03504.jpg,a road in the outback,Desert
3504,image_03505.jpg,a woman standing in a field with a fire burning in the background.,Desert
3505,image_03506.jpg,a car driving through the outback,Desert
3506,image_03507.jpg,the Kimberley with large red rocks and green trees in the foreground and mountains in background,Desert
3507,image_03508.jpg,a desert road and tire tracks,Desert
3508,image_03509.jpg,a man sitting in the desert with a beer.,Desert
3509,image_03510.jpg,a group of people standing in a desert with a dead tree and dust blowing in the background.,Desert
3510,image_03511.jpg,a woman walking through a dry landscape with a reflection in the water.,Desert
3511,image_03512.jpg,two people walking through the desert,Desert
3512,image_03513.jpg,a small pool of water in a gorge,Desert
3513,image_03514.jpg,a 4WD vehicle driving over a sand dune in the Pilbara,Desert
3514,image_03515.jpg,Uluru in the background and a tree in front of it,Desert
3515,image_03516.jpg,a woman and two camels in the desert,Desert
3516,image_03517.jpg,termite mounds in the outback,Desert
3517,image_03518.jpg,a moon over a desert,Desert
3518,image_03519.jpg,the road to Uluru,Desert
3519,image_03520.jpg,a desert with a road running through it and a tree on the left side of the road and another tree on the right side,Desert
3520,image_03521.jpg,the Pinnacles in the desert,Desert
3521,image_03522.jpg,a red dirt landscape with trees and a few shrubs,Desert
3522,image_03523.jpg,Uluru with a blue sky and clouds,Desert
3523,image_03524.jpg,a salt flat in Australia,Desert
3524,image_03525.jpg,a red dirt road in the outback,Desert
3525,image_03526.jpg,a red dirt field with a mountain in the background,Desert
3526,image_03527.jpg,a red dirt road in the outback,Desert
3527,image_03528.jpg,the red sand and blue sky in the Northern Territory,Desert
3528,image_03529.jpg,a red dirt road and blue sky in the outback of Australia,Desert
3529,image_03530.jpg,a red dirt hill covered in yellow and white flowers,Desert
3530,image_03531.jpg,the red rocks in the Northern Territory,Desert
3531,image_03532.jpg,a man riding a motorbike down a dirt road in the Australian outback.,Desert
3532,image_03533.jpg,a red sand dune and a blue ocean,Desert
3533,image_03534.jpg,a sign on a road that reads 'The Outback starts here',Desert
3534,image_03535.jpg,a red dirt road in the outback,Desert
3535,image_03536.jpg,Uluru at sunset with a purple sky and a full moon,Desert
3536,image_03537.jpg,a mountain with a red peak and a cloudy sky,Desert
3537,image_03538.jpg,Uluru taken from the ground,Desert
3538,image_03539.jpg,the red rocks of the Northern Territory,Desert
3539,image_03540.jpg,a desert landscape with grass growing in the foreground and a few buildings in the background.,Desert
3540,image_03541.jpg,the town sign for Silverton,Desert
3541,image_03542.jpg,a road in the outback,Desert
3542,image_03543.jpg,a field of date palms,Desert
3543,image_03544.jpg,the Pinnacles at sunset,Desert
3544,image_03545.jpg,a red dirt road in the outback,Desert
3545,image_03546.jpg,white flowers growing on red dirt,Desert
3546,image_03547.jpg,a red sand dune and blue sky,Desert
3547,image_03548.jpg,a 4WD vehicle driving through a dusty road in the outback,Desert
3548,image_03549.jpg,the Pinnacles in the desert,Desert
3549,image_03550.jpg,a metal sculpture of a person walking across a desert,Desert
3550,image_03551.jpg,"Uluru, the red rock",Desert
3551,image_03552.jpg,a tree in the outback,Desert
3552,image_03553.jpg,the Duke and Duchess of Cambridge visiting Uluru in a white dress and...,Desert
3553,image_03554.jpg,a blue lake in Australia,Desert
3554,image_03555.jpg,"a large rock and a fence in the foreground, with mountains in the background.",Desert
3555,image_03556.jpg,the Arizona desert with cacti and mountains in the background.,Desert
3556,image_03557.jpg,a dirt road in the bush,Desert
3557,image_03558.jpg,a painting of a landscape,Desert
3558,image_03559.jpg,Uluru taken from the air,Desert
3559,image_03560.jpg,trees in the red sand of the Australian outback,Desert
3560,image_03561.jpg,a dirt road and blue sky,Desert
3561,image_03562.jpg,a red dirt road in the outback,Desert
3562,image_03563.jpg,a man standing on a rock in the outback,Desert
3563,image_03564.jpg,a Jeep driving through the desert,Desert
3564,image_03565.jpg,Uluru at night with a car driving down the road,Desert
3565,image_03566.jpg,Uluru in the background and red sand in front of it,Desert
3566,image_03567.jpg,a red and brown granite countertop,Desert
3567,image_03568.jpg,a woman standing in front of a rock formation,Desert
3568,image_03569.jpg,a camel standing in a field,Desert
3569,image_03570.jpg,the red rocks in the Northern Territory,Desert
3570,image_03571.jpg,a full moon rising over the red sand dunes and green bushes in the foreground.,Desert
3571,image_03572.jpg,three chukar partridges standing on a rock,Desert
3572,image_03573.jpg,a couple standing next to their car in the Pinnacles,Desert
3573,image_03574.jpg,a road in the outback,Desert
3574,image_03575.jpg,a man and camels in the desert,Desert
3575,image_03576.jpg,rust and bubbles,Desert
3576,image_03577.jpg,a large rock in the desert,Desert
3577,image_03578.jpg,a red dirt track and a tree in the outback,Desert
3578,image_03579.jpg,Aboriginal people dancing in the desert,Desert
3579,image_03580.jpg,three large rocks,Desert
3580,image_03581.jpg,two men setting up a telescope in the desert.,Desert
3581,image_03582.jpg,a beach in Western Australia with a person walking along the red sand,Desert
3582,image_03583.jpg,the colourful landscape of the Pilbara,Desert
3583,image_03584.jpg,a lake in the desert,Desert
3584,image_03585.jpg,a river winding through a desert,Desert
3585,image_03586.jpg,a long road in the outback,Desert
3586,image_03587.jpg,a rock tower in the desert,Desert
3587,image_03588.jpg,a road and mountains,Desert
3588,image_03589.jpg,the Sahara desert from space,Desert
3589,image_03590.jpg,trees in a paddock,Desert
3590,image_03591.jpg,a green circle in the middle of a desert,Desert
3591,image_03592.jpg,the Pinnacles in the desert,Desert
3592,image_03593.jpg,a woman leaning against a rock in the Pinnacles Desert,Desert
3593,image_03594.jpg,two people sitting in lawn chairs by a river,Desert
3594,image_03595.jpg,Uluru in the background,Desert
3595,image_03596.jpg,the red dirt and trees of the Australian Outback,Desert
3596,image_03597.jpg,a group on a tour in Australia,Desert
3597,image_03598.jpg,a road and a town in the distance,Desert
3598,image_03599.jpg,a woman and her dog on camels in the outback,Desert
3599,image_03600.jpg,a road in the desert,Desert
3600,image_03601.jpg,Uluru with a blue sky and trees in the foreground,Desert
3601,image_03602.jpg,a bridge and a rock formation in the Kimberley,Desert
3602,image_03603.jpg,a red sand dune in the desert,Desert
3603,image_03604.jpg,a red dirt road in the outback,Desert
3604,image_03605.jpg,"the Pinnacles in Western Australia, with a blue sky and clouds",Desert
3605,image_03606.jpg,green grass and trees in the Australian outback,Desert
3606,image_03607.jpg,horses running in the red dirt,Desert
3607,image_03608.jpg,red dirt and grass with trees and a blue sky in the background,Desert
3608,image_03609.jpg,a tree in the middle of a desert,Desert
3609,image_03610.jpg,a house in the middle of a desert,Desert
3610,image_03611.jpg,a sand dune and the sun shining over it,Desert
3611,image_03612.jpg,a lake and its ripples,Desert
3612,image_03613.jpg,"Uluru at sunset, with a pink sky and clouds",Desert
3613,image_03614.jpg,a tree in the Australian outback,Desert
3614,image_03615.jpg,a red dirt road in the Australian outback,Desert
3615,image_03616.jpg,a town in the outback,Desert
3616,image_03617.jpg,a river and red rock in the Kimberley,Desert
3617,image_03618.jpg,a red dirt road in the outback,Desert
3618,image_03619.jpg,a buggy driving through the outback,Desert
3619,image_03620.jpg,a wallaby,Desert
3620,image_03621.jpg,"the Pinnacles in Western Australia, with a blue sky and a few clouds in the background",Desert
3621,image_03622.jpg,a greenhouse with tomato plants,Desert
3622,image_03623.jpg,"the Pinnacles in Western Australia, with people walking around them.",Desert
3623,image_03624.jpg,a group of people in the outback,Desert
3624,image_03625.jpg,two people walking on a path through a forest.,Desert
3625,image_03626.jpg,a fence and mountains at sunset,Desert
3626,image_03627.jpg,the Pinnacles in the desert,Desert
3627,image_03628.jpg,a camel standing in the desert,Desert
3628,image_03629.jpg,a desert at sunset,Desert
3629,image_03630.jpg,Uluru and the red dirt,Desert
3630,image_03631.jpg,emus in the outback,Desert
3631,image_03632.jpg,a road in the desert,Desert
3632,image_03633.jpg,the red dirt taken from a drone,Desert
3633,image_03634.jpg,a car and a caravan in the outback,Desert
3634,image_03635.jpg,the night sky with a satellite dish and trees in the foreground,Desert
3635,image_03636.jpg,a wheat field and a small village in the background,Desert
3636,image_03637.jpg,a man standing in a tunnel,Desert
3637,image_03638.jpg,"a map of the Nile River, with a green line indicating the course of the river and a brown line indicating its delta",Desert
3638,image_03639.jpg,a volcano in the desert,Desert
3639,image_03640.jpg,"the town of Coober Pedy, taken from the top of the hill",Desert
3640,image_03641.jpg,a road in the outback,Desert
3641,image_03642.jpg,the red rocks of Kata Tjuta at sunset,Desert
3642,image_03643.jpg,a field with lightning,Desert
3643,image_03644.jpg,a man standing on a hill,Desert
3644,image_03645.jpg,a red building with a tree growing out of it,Desert
3645,image_03646.jpg,the red sand dunes in the outback,Desert
3646,image_03647.jpg,the red dirt and spinifex in the Pilbara,Desert
3647,image_03648.jpg,a small pond in a desert,Desert
3648,image_03649.jpg,two kangaroos jumping in front of Uluru and a tree,Desert
3649,image_03650.jpg,a car driving through the outback,Desert
3650,image_03651.jpg,a forest being cleared for agriculture,Desert
3651,image_03652.jpg,a river and trees in the Kimberley,Desert
3652,image_03653.jpg,a man standing in a dry field with a stick,Desert
3653,image_03654.jpg,a rocky outback landscape with a tree and blue sky,Desert
3654,image_03655.jpg,a lone tree in the desert,Desert
3655,image_03656.jpg,a tree in the Australian outback,Desert
3656,image_03657.jpg,"the Pinnacles in Western Australia, with a blue sky and yellow sand",Desert
3657,image_03658.jpg,the outback from above,Desert
3658,image_03659.jpg,a desert landscape with a hill in the background,Desert
3659,image_03660.jpg,the Grand Canyon before and after it was drained,Desert
3660,image_03661.jpg,a sign and a marker in a desert setting,Desert
3661,image_03662.jpg,the red dirt and blue sky in the outback,Desert
3662,image_03663.jpg,a car driving through the desert,Desert
3663,image_03664.jpg,a mountain covered in snow,Desert
3664,image_03665.jpg,the red sand and trees in the desert of Australia,Desert
3665,image_03666.jpg,Uluru in the background and the red sand and green grass in front of it,Desert
3666,image_03667.jpg,trees and red rocks in the Pilbara region of Western Australia,Desert
3667,image_03668.jpg,a large rock in the middle of a desert,Desert
3668,image_03669.jpg,a red dirt field and a rocky outcrop in the background,Desert
3669,image_03670.jpg,a road in the outback,Desert
3670,image_03671.jpg,a camel standing on a dirt road,Desert
3671,image_03672.jpg,a car driving on a dirt road in the outback,Desert
3672,image_03673.jpg,a desert landscape in Australia,Desert
3673,image_03674.jpg,Uluru in the background and a red dirt field in front of it,Desert
3674,image_03675.jpg,a red sand dune and trees in the background,Desert
3675,image_03676.jpg,a stone cottage in the outback,Desert
3676,image_03677.jpg,a red dirt field and blue sky in the outback of,Desert
3677,image_03678.jpg,a kangaroo crossing a dirt road with mountains in the background.,Desert
3678,image_03679.jpg,a man and dog drinking from a waterhole in the desert.,Desert
3679,image_03680.jpg,the red dirt and blue sky in the outback of Australia,Desert
3680,image_03681.jpg,the sand dunes at the beach,Desert
3681,image_03682.jpg,a red dirt road and blue sky,Desert
3682,image_03683.jpg,a desert landscape with a mountain in the distance and a sunset in the sky,Desert
3683,image_03684.jpg,4WD vehicles in the desert,Desert
3684,image_03685.jpg,"a woman standing on a rock with her arms outstretched, looking out over a vast desert landscape.",Desert
3685,image_03686.jpg,"a dry, cracked earth",Desert
3686,image_03687.jpg,a desert landscape with a large rock formation,Desert
3687,image_03688.jpg,a rock formation in the desert,Desert
3688,image_03689.jpg,a thorny devil and the text 'Australia's Deadly Monsters',Desert
3689,image_03690.jpg,two people walking on a sand dune at sunset,Desert
3690,image_03691.jpg,a road and blue sky,Desert
3691,image_03692.jpg,a red dirt road in the outback,Desert
3692,image_03693.jpg,a sunset over a field of sagebrush,Desert
3693,image_03694.jpg,a red dirt field and blue sky,Desert
3694,image_03695.jpg,a red dirt road in the outback,Desert
3695,image_03696.jpg,a tree in the desert,Desert
3696,image_03697.jpg,"a red dirt road taken from a helicopter on September 11, 2019 in the aftermath of Hurricane Dorian in Marsh Harbour, Great Abaco, Bahamas.",Desert
3697,image_03698.jpg,the night sky with the Milky Way and rock formations in the foreground,Desert
3698,image_03699.jpg,a large red rock in the outback,Desert
3699,image_03700.jpg,the Pinnacles in the desert,Desert
3700,image_03701.jpg,a road in Africa,Desert
3701,image_03702.jpg,a desert at night with a starry sky and a small bush in the foreground,Desert
3702,image_03703.jpg,a sand dune and trees in the evening light,Desert
3703,image_03704.jpg,a sign warning of a floodway in the outback,Desert
3704,image_03705.jpg,a red dirt road and blue sky,Desert
3705,image_03706.jpg,a kangaroo and joey in a field,Desert
3706,image_03707.jpg,a red dirt field and blue sky with clouds,Desert
3707,image_03708.jpg,two dragonflies on a red sand dune taken from above,Desert
3708,image_03709.jpg,"Uluru at sunset, with clouds in the sky and a green field in the foreground",Desert
3709,image_03710.jpg,the iconic Ayers Rock in the Northern Territory of Australia with a blue sky and white clouds,Desert
3710,image_03711.jpg,a tree in the desert,Desert
3711,image_03712.jpg,a woman holding a man's hand and walking on a cliff.,Desert
3712,image_03713.jpg,a desert landscape with a mountain in the background,Desert
3713,image_03714.jpg,a road sign in the outback,Desert
3714,image_03715.jpg,the rings of Saturn,Desert
3715,image_03716.jpg,a man walking in the desert,Desert
3716,image_03717.jpg,a tree and a river in the background,Desert
3717,image_03718.jpg,a red desert,Desert
3718,image_03719.jpg,the red dirt and trees from above,Desert
3719,image_03720.jpg,a red dirt road in the outback,Desert
3720,image_03721.jpg,a dead tree in a red dirt field with mountains in the background,Desert
3721,image_03722.jpg,a kangaroo and the Pinnacles in the background,Desert
3722,image_03723.jpg,a road and a red dirt field taken from space,Desert
3723,image_03724.jpg,a red dirt road in the outback,Desert
3724,image_03725.jpg,red sand and footprints in the desert,Desert
3725,image_03726.jpg,the Pinnacles in the desert,Desert
3726,image_03727.jpg,a red dirt plain with sparse trees,Desert
3727,image_03728.jpg,"dry, cracked earth",Desert
3728,image_03729.jpg,a sand dune with a blue sky and clouds,Desert
3729,image_03730.jpg,a red dirt desert with a few trees,Desert
3730,image_03731.jpg,a lonely outback station and a kangaroo sign,Desert
3731,image_03732.jpg,a brown leather surface with cracks and a pattern,Desert
3732,image_03733.jpg,the red rock landscape in Australia,Desert
3733,image_03734.jpg,a field of red and purple flowers,Desert
3734,image_03735.jpg,Uluru in the background and a blue sky in the foreground,Desert
3735,image_03736.jpg,the red rock landscape in the australian outback,Desert
3736,image_03737.jpg,a dry riverbed and mountains in the distance,Desert
3737,image_03738.jpg,a desert from space,Desert
3738,image_03739.jpg,dry cracked earth,Desert
3739,image_03740.jpg,trees and grass in the outback of Australia,Desert
3740,image_03741.jpg,a dirt road in the desert,Desert
3741,image_03742.jpg,a red dirt desert with a few shrubs and a few rocks,Desert
3742,image_03743.jpg,a woman and her dog in the desert with Uluru in the background,Desert
3743,image_03744.jpg,the red rocks of the Kimberley at sunset,Desert
3744,image_03745.jpg,a red dirt road in the outback,Desert
3745,image_03746.jpg,a woman standing on a rock with her arms raised in the air,Desert
3746,image_03747.jpg,a footprint in the dirt,Desert
3747,image_03748.jpg,a woman sitting on a rock looking out over the red rocks of the outback.,Desert
3748,image_03749.jpg,the iconic Ayers Rock in the Northern Territory of Australia with a blue sky and white clouds,Desert
3749,image_03750.jpg,a field with sheep grazing,Desert
3750,image_03751.jpg,sand dunes,Desert
3751,image_03752.jpg,a hole in a red rock,Desert
3752,image_03753.jpg,a burnt forest,Desert
3753,image_03754.jpg,a red dirt road in the outback,Desert
3754,image_03755.jpg,Uluru at sunset with the moon visible in the sky,Desert
3755,image_03756.jpg,a red sand dune in the Australian outback,Desert
3756,image_03757.jpg,"a dry, cracked earth",Desert
3757,image_03758.jpg,a red dirt field and a tree,Desert
3758,image_03759.jpg,the red rocks and blue sky in Australia,Desert
3759,image_03760.jpg,a kangaroo in the Australian outback,Desert
3760,image_03761.jpg,a desert with a large rock formation,Desert
3761,image_03762.jpg,a tree and rocks in the outback of Australia,Desert
3762,image_03763.jpg,"a woman on a horse looking at the camels and tents in the distance in the Simpson Desert, Australia",Desert
3763,image_03764.jpg,a skeleton in the desert,Desert
3764,image_03765.jpg,a dry grass field and blue sky in the outback of Australia,Desert
3765,image_03766.jpg,a desert with a blue sky and a few clouds,Desert
3766,image_03767.jpg,a sand dune with a blue sky and a small hill in the background,Desert
3767,image_03768.jpg,the iconic Ayers Rock in the Northern Territory of Australia with a bright blue sky and sun shining,Desert
3768,image_03769.jpg,the three rock formations at the base of Uluru,Desert
3769,image_03770.jpg,a red dirt desert and blue sky,Desert
3770,image_03771.jpg,"a dead animal, skull and bones, lying on the ground.",Desert
3771,image_03772.jpg,Uluru from a lookout platform,Desert
3772,image_03773.jpg,"the Pinnacles in Western Australia, a must see on a trip to Australia",Desert
3773,image_03774.jpg,a dirt road in the outback,Desert
3774,image_03775.jpg,a desert landscape with a blue sky,Desert
3775,image_03776.jpg,"a dry, cracked earth",Desert
3776,image_03777.jpg,a red dirt road in the desert,Desert
3777,image_03778.jpg,kangaroos in the outback,Desert
3778,image_03779.jpg,a bush and trees in the outback of Australia,Desert
3779,image_03780.jpg,a moon rising over a desert landscape,Desert
3780,image_03781.jpg,a long road stretching out into the distance,Desert
3781,image_03782.jpg,a red dirt field with blue sky and clouds,Desert
3782,image_03783.jpg,"Uluru at sunset, with a blue sky and a green bush in the foreground",Desert
3783,image_03784.jpg,a salt marsh in the early morning light,Desert
3784,image_03785.jpg,a wall made of stones,Desert
3785,image_03786.jpg,Uluru at sunset with a metal detector in the foreground,Desert
3786,image_03787.jpg,the red sand and blue sky in the Australian Outback,Desert
3787,image_03788.jpg,a field of pink flowers,Desert
3788,image_03789.jpg,a dead tree in the outback of Australia,Desert
3789,image_03790.jpg,"a dry, cracked earth",Desert
3790,image_03791.jpg,a kangaroo sitting in the bush with a sand dune in the background,Desert
3791,image_03792.jpg,a red dirt field with a cloudy sky,Desert
3792,image_03793.jpg,people riding camels in the outback,Desert
3793,image_03794.jpg,a skeleton in the desert,Desert
3794,image_03795.jpg,a red dirt field with trees and shrubs,Desert
3795,image_03796.jpg,a desert landscape with a tree,Desert
3796,image_03797.jpg,a rocky outcrop and a path,Desert
3797,image_03798.jpg,a sand dune and blue sky,Desert
3798,image_03799.jpg,a red wood grain pattern,Desert
3799,image_03800.jpg,a lone tree in the outback,Desert
3800,image_03801.jpg,a woman sitting on a chair watching a group of people riding horses in the outback of Australia.,Desert
3801,image_03802.jpg,a car driving on a dirt road,Desert
3802,image_03803.jpg,the sun rising over the town of Alice Springs,Desert
3803,image_03804.jpg,a bush in the red sand of the Australian outback,Desert
3804,image_03805.jpg,a dry cracked earth,Desert
3805,image_03806.jpg,a tree in the Australian outback,Desert
3806,image_03807.jpg,a woman and two camels,Desert
3807,image_03808.jpg,the Pinnacles in the desert,Desert
3808,image_03809.jpg,a desert with a carpet of colourful flowers,Desert
3809,image_03810.jpg,a frozen lake and sunset,Desert
3810,image_03811.jpg,a field of green grass,Desert
3811,image_03812.jpg,a camel in the outback,Desert
3812,image_03813.jpg,a motorbike flying through the desert,Desert
3813,image_03814.jpg,a red dirt field with many small rocks,Desert
3814,image_03815.jpg,the Kimberley with mountains and trees in the foreground,Desert
3815,image_03816.jpg,sand dunes in the desert,Desert
3816,image_03817.jpg,a man and a woman riding a camel through the desert,Desert
3817,image_03818.jpg,a man walking in the desert,Desert
3818,image_03819.jpg,a desert with sand dunes and a blue sky,Desert
3819,image_03820.jpg,sand and seashells on a beach,Desert
3820,image_03821.jpg,the surface of Mars,Desert
3821,image_03822.jpg,a person walking on a beach,Desert
3822,image_03823.jpg,"a tree in a desert, with mountains in the background.",Desert
3823,image_03824.jpg,camels in the Sahara desert,Desert
3824,image_03825.jpg,a desert at night with the stars visible in the sky,Desert
3825,image_03826.jpg,camels in the desert,Desert
3826,image_03827.jpg,the Sahara Desert with the sun setting in the background and the words 360 degrees 5K,Desert
3827,image_03828.jpg,camels in the Sahara desert,Desert
3828,image_03829.jpg,a camel caravan in the Sahara desert,Desert
3829,image_03830.jpg,a sand dune with a blue sky and a white cloud in the background,Desert
3830,image_03831.jpg,sand dunes in the Sahara desert,Desert
3831,image_03832.jpg,a small village in the middle of a desert,Desert
3832,image_03833.jpg,sand dunes,Desert
3833,image_03834.jpg,a jeep driving through the desert,Desert
3834,image_03835.jpg,a man and his camel in the Sahara Desert,Desert
3835,image_03836.jpg,"the sand dunes in Death Valley, California, with a blue sky and mountains in the background.",Desert
3836,image_03837.jpg,a red sand dune and trees,Desert
3837,image_03838.jpg,the Sahara desert from the air,Desert
3838,image_03839.jpg,sand dunes in the desert,Desert
3839,image_03840.jpg,sand dunes and blue sky,Desert
3840,image_03841.jpg,a desert with a blue sky and a sand dune,Desert
3841,image_03842.jpg,sand dunes and trees in the desert,Desert
3842,image_03843.jpg,a wind turbine in the desert,Desert
3843,image_03844.jpg,"a desert biome in Minecraft, with sand and plants",Desert
3844,image_03845.jpg,a man sitting on a sand dune.,Desert
3845,image_03846.jpg,a desert with a mountain in the background,Desert
3846,image_03847.jpg,a snowboarder jumping off a sand dune.,Desert
3847,image_03848.jpg,a desert with sand dunes and a small tree,Desert
3848,image_03849.jpg,a man standing on a sand dune with the text 'Highest sand dune in the world',Desert
3849,image_03850.jpg,a sand dune and a blue sky,Desert
3850,image_03851.jpg,camels in the desert,Desert
3851,image_03852.jpg,a sand dune in the desert,Desert
3852,image_03853.jpg,sand with wavy lines,Desert
3853,image_03854.jpg,a sand dune with the moon and Venus in the sky,Desert
3854,image_03855.jpg,"a camel, a sandy beach and a road",Desert
3855,image_03856.jpg,the red sand dunes in Namibia,Desert
